id, acces_services _ Ville_q1, acces_services _ Ville_q2_1, acces_services _ Ville_q2_2, acces_services _ Ville_q2_3, acces_services _ Ville_q2_4, acces_services _ Ville_q2_5,acces_services _ Ville_q2_6, acces_services _ Ville_q2_7, acces_services _ Ville_q2_8, acces_services _ Ville_q3, acces_services _ Ville_q4, acces_services _ Ville_q5, acces_services _ Ville_q6_1, acces_services _ Ville_q6_2, acces_services _ Ville_q6_3, acces_services _ Ville_q6_4, acces_services _ Ville_q6_5, acces_services _ Ville_q6_6, acces_services _ Ville_q6_7, acces_services _ Ville_q7_1, acces_services _ Ville_q7_2, acces_services _ Ville_q7_3, acces_services _ Ville_q7_4, acces_services _ Ville_q7_5, acces_services _ Ville_q8_1, acces_services _ Ville_q8_2, acces_services _ Ville_q8_3, acces_services _ Ville_q8_4, acces_services _ Ville_q8_5, acces_services _ Ville_q9,milieu_et_qualite_ de_vie_q10_1,milieu_et_qualite_de_vie_q10_2,milieu_et_qualite_ de_vie_q10_3,milieu_et_qualite_de_vie_q10_4,milieu_et_qualite_de_vie_q10_5,milieu_et_qualite_de_vie_q10_6,milieu_et_qualite_de_vie_q10_7,milieu_et_qualite_de_vie_q10_8,milieu_et_qualite_de_vie_q10_9,milieu_et_qualite_de_vie_q11_1,milieu_et_qualite_de_vie_q11_2,milieu_et_qualite_de_vie_q11_3,milieu_et_qualite_de_vie_q11_4,milieu_et_qualite_de_vie_q11_5,milieu_et_qualité_de_vie_q11_6,milieu_et_qualite_de_vie_q11_7,milieu_et_qualite_de_vie_q11_8,milieu_et_qualite_de_vie_q12,securité_dans_espace_public_q13,securité_dans_espace_public_q14_1,securité_dans_espace_public_q14_2,securité_dans_espace_public_q14_3,securité_dans_espace_public_q14_4,securité_dans_espace_public_q14_5,securité_dans_espace_public_q14_6,securité_dans_espace_public_q14_7,securité_dans_espace_public_q14_8,securité_dans_espace_public_q14_9,securité_dans_espace_public_q14_10,securité_dans_espace_public_q14_11,securité_dans_espace_public_q15_1,securité_dans_espace_public_q15_2,securité_dans_espace_public_q15_3,securité_dans_espace_public_q15_4,securité_dans_espace_public_q15_5,securité_dans_espace_public_q15_6,securité_dans_espace_public_q15_7,securité_dans_espace_public_q15_8,securité_dans_espace_public_q15_9,securité_dans_espace_public_q16,securité_dans_espace_public_q17_1,securité_dans_espace_public_q17_2,securité_dans_espace_public_q17_3,securité_dans_espace_public_q17_4,securité_dans_espace_public_q17_5,securité_dans_espace_public_q17_6,securité_dans_espace_public_q17_7,securité_dans_espace_public_q17_8,securité_dans_espace_public_q17_9,securité_dans_espace_public_q18,participation_citoyenne_q19,participation_citoyenne_q20,participation_citoyenne_q21_1,participation_citoyenne_q21_2,participation_citoyenne_q21_3,participation_citoyenne_q21_4,participation_citoyenne_q21_5,participation_citoyenne_q21_6,participation_citoyenne_q21_7,piste_action_q22_1,piste_action_q22_2,piste_action_q22_3,piste_action_q22_4,piste_action_q22_5,piste_action_q22_6,piste_action_q22_7,piste_action_q22_8,piste_action_q22_9,piste_action_q22_10,piste_action_q23_1,piste_action_q23_2,piste_action_q23_3,piste_action_q23_4,piste_action_q23_5,piste_action_q23_6,piste_action_q23_7,piste_action_q23_8,profil_q25,profil_q26,profil_q27,profil_q28,profil_q29,profil_q30,profil_q31,profil_q32,profil_q33,profil_q34,profil_q35,profil_q36,profil_q37,interet_participer_groupe_discussion_q38,interet_participer_groupe_discussion_q40
747,Oui,Bibliothèques municipales,,,,,Réseau des parcs de quartier et grands parcs,Jardins communautaires,,Quelques fois par année,Plutôt en accord,Plutôt en désaccord,,,,,,,,Non,Non,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Plutôt en accord,Au travail,,,Dans les transports en commun,À l'école ou dans une institution académique,,,,,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Non,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",Avance sexuelle non désirée (ex.: avance verbale ou proposition insistante à caractère sexuel non désirée),,,,,,,Regard insistant,,,Transport en commun,,,,,Rue ou ruelle,,,,Non,Ce n’était pas un acte réprimé par la loi,J’ai pensé que c’était un acte trop banal,,,,,J’ai pensé que ce serait sans effet,,,,Non,,,,,,,,Aucun,1,7,2,10,5,3,9,8,6,4,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Page Facebook de la Ville,4 à 10 ans,15 à 24 ans,Genderfluid ou fluide dans le genre,Oui,Pansexuelle,Universitaire - 1er cycle,Français ,Non,Non,Non,Je n’ai pas de domicile fixe,5 000 $ à 9 999 $,Non,
748,Oui,Bibliothèques municipales,Bureaux Accès Montréal,Bureaux Accès culture ou Maisons de la culture,Bureaux Accès culture ou Maisons de la culture,,Réseau des parcs de quartier et grands parcs,Jardins communautaires,Ligne téléphonique 311,Quelques fois par année,Plutôt en désaccord,Tout à fait en désaccord,,,,,,,,Je ne sais pas,Non,Oui,Oui,Je ne sais pas,Je ne sais pas,Non,Non,Non,Je ne sais pas,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Plutôt en désaccord,Plutôt en accord,,Oui,"Oui, rarement",,,,,,,,,Regard insistant,,,,,,,,Rue ou ruelle,,,,Non,Ce n’était pas un acte réprimé par la loi,J’ai pensé que c’était un acte trop banal,,,,,,,,,Non,,,,,Manque de temps,Manque de confiance dans le processus,,,4,3,8,10,5,6,9,7,1,2,,,À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,,,,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Autres (veuillez préciser),Plus de 20 ans,55 à 64 ans,Homme,Non,Pansexuelle,Universitaire - 1er cycle,Français ,Non,Non,Non,H2W,50 000 $ à 59 999 $,Non,
749,Oui,Bibliothèques municipales,,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,,De une à trois fois par mois,Plutôt en accord,Plutôt en désaccord,,,,,,,,Je ne sais pas,Oui,Oui,Non,Oui,Oui,Oui,Oui,Je ne sais pas,Non,Plutôt en accord,,,,Dans les transports en commun,,,,,,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Plutôt en désaccord,Plutôt en accord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Non,"Oui, souvent","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",Avance sexuelle non désirée (ex.: avance verbale ou proposition insistante à caractère sexuel non désirée),Cyberintimidation,,,Menace de violence physique,,"Mauvais service dans un commerce (magasin, restaurant ou café)",Regard insistant,,,Transport en commun,,,,,Rue ou ruelle,,,"Sur l'internet (ex.: Facebook, courriels, etc)",Non,Ce n’était pas un acte réprimé par la loi,,,,,,J’ai pensé que ce serait sans effet,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Non,,,,Horaires inadéquats,Manque de temps,,Accessibilité des lieux (ex.: accès à des toilettes non genrées),,1,6,2,4,7,9,3,10,5,8,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Page Facebook de la Ville,1 à 3 ans,15 à 24 ans,Femme,Non,Bisexuelle,Collégial,Français ,Oui,Non,Non,H3l,40 000 $ à 49 999 $,Non,
750,Oui,,,Bureaux Accès culture ou Maisons de la culture,Bureaux Accès culture ou Maisons de la culture,,,,,Jamais,,Tout à fait en accord,,,,"Centres sportifs et de loisirs (piscine, terrains de tennis, etc.)",,,,Non,Non,Oui,Oui,Oui,Je ne sais pas,Non,Je ne sais pas,Je ne sais pas,Je ne sais pas,Plutôt en accord,,,,Dans les transports en commun,,,,,,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Non,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,Regard insistant,,,Transport en commun,,,Centre sportif ou communautaire,,,,,,Non,Ce n’était pas un acte réprimé par la loi,J’ai pensé que c’était un acte trop banal,,Je ne savais pas à qui porter plainte,,,,,,,Non,,,,,,,,Aucun,3,4,6,7,1,5,8,9,10,2,,,À travers des campagnes d’information et de sensibilisation,,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Page Facebook de la Ville,11 à 20 ans,35 à 44 ans,Homme,Non,Gaie,Universitaire - 1er cycle,Français ,Non,Non,Non,H2g,80 000 $ à 99 999 $,Non,
751,Non,,,,,,,,,Moins d'une fois par année,Plutôt en désaccord,Plutôt en accord,,,,"Centres sportifs et de loisirs (piscine, terrains de tennis, etc.)",,,,Non,Non,Non,Non,Non,Non,Je ne sais pas,Non,Non,Non,Plutôt en accord,Au travail,Dans la recherche d'un logement,,,,,,Autre,,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Plutôt en désaccord,Plutôt en accord,Tout à fait en accord,Non,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",Avance sexuelle non désirée (ex.: avance verbale ou proposition insistante à caractère sexuel non désirée),,,,Menace de violence physique,,,,,,Transport en commun,,,,,Rue ou ruelle,,,,Non,,,J’ai eu peur des représailles,,,,J’ai pensé que ce serait sans effet,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,Je préfère ne pas répondre,,Non,,,Crainte que ma réalité ne soit pas comprise ou prise en considération,,,,,,4,2,8,3,7,6,9,10,5,1,,"À travers le nom des rues, des parcs ou des espaces publics",,,,,,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Par une personne de mon entourage,4 à 10 ans,25 à 34 ans,Identité différente ,Oui,Queer,Collégial,Français ,Non,Non,Non,H1W,15 000 $ à 19 999 $,Oui,Non
752,Oui,Bibliothèques municipales,,,,,Réseau des parcs de quartier et grands parcs,,,Quelques fois par année,Tout à fait en accord,Tout à fait en désaccord,,,,,,,,Je ne sais pas,Je ne sais pas,Je ne sais pas,Oui,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Plutôt en accord,,,,Dans les transports en commun,,,,,,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Tout à fait en accord,Plutôt en accord,Non,"Oui, rarement","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,,,,Transport en commun,,,,,,,,,Non,Ce n’était pas un acte réprimé par la loi,J’ai pensé que c’était un acte trop banal,,,,,,,,,Non,,,,,,,,Aucun,3,8,1,5,4,6,7,2,10,9,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Page Facebook de la Ville,11 à 20 ans,15 à 24 ans,Non-binaire,Non,Pansexuelle,Secondaire,Français ,Non,Non,Non,h3w,30 000 $ à 39 999 $,Oui,Non
753,Oui,,,,,,Réseau des parcs de quartier et grands parcs,,,De une à trois fois par mois,Plutôt en accord,Tout à fait en désaccord,,,,,,,,Non,Oui,Non,Non,Je ne sais pas,Non,Non,Non,Non,Non,Tout à fait en accord,,Dans la recherche d'un logement,,Dans les transports en commun,À l'école ou dans une institution académique,,,,,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Plutôt en accord,Non,"Oui, rarement",,Avance sexuelle non désirée (ex.: avance verbale ou proposition insistante à caractère sexuel non désirée),,,,,,,,,,,,,,,,,,,Non,,J’ai pensé que c’était un acte trop banal,,,,,,,,,Non,,,,,Manque de temps,,,,4,2,1,10,3,8,5,7,9,6,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",,,,Page Facebook de la Ville,1 à 3 ans,25 à 34 ans,Femme,Non,Bisexuelle,Universitaire - cycles supérieurs,Français ,Oui,Non,Non,H2L,40 000 $ à 49 999 $,Non,
754,Oui,Bibliothèques municipales,,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",,Jardins communautaires,,Quelques fois par année,Tout à fait en accord,Plutôt en désaccord,,,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Plutôt en accord,,,,,,,,,Ne s'applique pas,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Tout à fait en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Non,"Oui, quelquefois",,,,,,,,,,,Rien de tout cela ne m’est arrivé dans les vingt quatre derniers mois,,,,,,,,,,,,,,,,,,,,,Non,,,,Horaires inadéquats,Manque de temps,,,,2,1,4,8,10,9,5,6,7,3,"À travers l’art (mural, festival, etc.)",,À travers des campagnes d’information et de sensibilisation,,,,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,,Par une personne de mon entourage,11 à 20 ans,15 à 24 ans,Femme,Non,Lesbienne,Secondaire,Anglais ,Oui,Oui,Non,H2H,150 000 $ et plus,Non,
755,Oui,Bibliothèques municipales,Bureaux Accès Montréal,Bureaux Accès culture ou Maisons de la culture,Bureaux Accès culture ou Maisons de la culture,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,Ligne téléphonique 311,Une fois par semaine ou plus,Plutôt en accord,Tout à fait en désaccord,,,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Plutôt en accord,,,,,,,,,Ne s'applique pas,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en désaccord,Plutôt en accord,Plutôt en désaccord,Plutôt en accord,Non,"Oui, rarement",,,,,,,,,,,Rien de tout cela ne m’est arrivé dans les vingt quatre derniers mois,,,,,,,,,,,,,,,,,,,,,Oui,Non,,,,Manque de temps,,,,2,3,4,1,5,10,8,7,6,9,"À travers l’art (mural, festival, etc.)",,À travers des campagnes d’information et de sensibilisation,,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",,,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Page Facebook de la Ville,11 à 20 ans,25 à 34 ans,Femme,Non,Lesbienne,Universitaire - cycles supérieurs,Français ,Non,Non,Non,h4c,"100 000 $ à 149,999 $",Oui,Non
756,Oui,,,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,,Une fois par semaine ou plus,Plutôt en accord,Plutôt en désaccord,,,,,,,,Je ne sais pas,Non,Non,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Oui,Oui,Je ne sais pas,Plutôt en accord,,,,,À l'école ou dans une institution académique,,,Autre,,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Non,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,Regard insistant,,,,,,,,,,,,Non,,,,,,Je ne voulais pas devoir faire mon «coming out»,J’ai pensé que ce serait sans effet,,,,Oui,Non,,Crainte que ma réalité ne soit pas comprise ou prise en considération,,,Manque de confiance dans le processus,Accessibilité des lieux (ex.: accès à des toilettes non genrées),,9,6,3,7,8,4,2,1,10,5,,"À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,,,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,,Autres (veuillez préciser),11 à 20 ans,15 à 24 ans,Femme,Non,Lesbienne,Primaire,Français ,Non,Non,Non,H9C,60 000 $ à 79 999 $,Non,
757,Oui,Bibliothèques municipales,,,,,Réseau des parcs de quartier et grands parcs,,,De une à trois fois par mois,Plutôt en accord,Tout à fait en désaccord,,,,,,,,Je ne sais pas,Oui,Oui,Non,Oui,Je ne sais pas,Non,Non,Non,Je ne sais pas,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Plutôt en accord,Plutôt en désaccord,Non,"Oui, quelquefois",,,,,,,,,,,Rien de tout cela ne m’est arrivé dans les vingt quatre derniers mois,,,,,,,,,,,,,,,,,,,,,Non,,,Crainte que ma réalité ne soit pas comprise ou prise en considération,,,Manque de confiance dans le processus,,,1,2,3,5,6,8,4,9,10,7,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Page Facebook de la Ville,11 à 20 ans,15 à 24 ans,Femme,Non,Pansexuelle,Secondaire,Français ,Non,Non,Non,H1B,40 000 $ à 49 999 $,Oui,Non
758,Oui,,,,,,,,,Une fois par semaine ou plus,Plutôt en accord,Tout à fait en désaccord,,,,,,,,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Plutôt en désaccord,Plutôt en désaccord,Oui,"Non, jamais",,,,,,,,,,,Rien de tout cela ne m’est arrivé dans les vingt quatre derniers mois,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,Aucun,2,7,1,3,5,6,4,8,9,10,"À travers l’art (mural, festival, etc.)",,À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Autres (veuillez préciser),Plus de 20 ans,55 à 64 ans,Homme,Non,Gaie,Universitaire - cycles supérieurs,Français ,Non,Non,Non,H3K,"100 000 $ à 149,999 $",Non,
759,Oui,,,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,,Quelques fois par année,Plutôt en accord,Plutôt en accord,,,,"Centres sportifs et de loisirs (piscine, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Plutôt en accord,,,,,À l'école ou dans une institution académique,,,Autre,,Plutôt en accord,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Non,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,Cyberintimidation,,,Menace de violence physique,,,Regard insistant,,,Transport en commun,,,,,,Parc ou terrain de sports,Commerce,"Sur l'internet (ex.: Facebook, courriels, etc)",Non,,,J’ai eu peur des représailles,,Je ne voulais pas revivre le moment,Je ne voulais pas devoir faire mon «coming out»,J’ai pensé que ce serait sans effet,,,,Oui,Non,Crainte de subir un traitement défavorable ou différencié en raison de mon identité et expression de genre ou de mon orientation sexuelle,Crainte que ma réalité ne soit pas comprise ou prise en considération,Horaires inadéquats,,Manque de confiance dans le processus,Accessibilité des lieux (ex.: accès à des toilettes non genrées),,3,1,2,5,6,10,4,8,9,7,"À travers l’art (mural, festival, etc.)",,À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,,Page Facebook de la Ville,11 à 20 ans,15 à 24 ans,Homme,Oui,Pansexuelle,Secondaire,Anglais ,Oui,Non,Non,H4X,5 000 $ à 9 999 $,Oui,Non
760,Non,,,,,,,,,Jamais,,Tout à fait en désaccord,,,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Tout à fait en accord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Oui,"Oui, rarement",,,,,,,,,,,Rien de tout cela ne m’est arrivé dans les vingt quatre derniers mois,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,Aucun,10,9,8,7,6,5,4,3,2,1,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Autres (veuillez préciser),Plus de 20 ans,55 à 64 ans,Homme,Non,Gaie,Secondaire,Français ,Non,Non,Non,H2L,30 000 $ à 39 999 $,Non,
761,Oui,,,,,,Réseau des parcs de quartier et grands parcs,,,Quelques fois par année,Plutôt en désaccord,Tout à fait en désaccord,,,,,,,,Je ne sais pas,Je ne sais pas,Non,Non,Non,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Plutôt en accord,,,,Dans les transports en commun,,,,Autre,,Plutôt en accord,Plutôt en accord,Plutôt en accord,,,,,,Oui,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,,Autre,,,,,,Événement extérieur,,,Commerce,,Non,,,,Je ne savais pas à qui porter plainte,,,J’ai pensé que ce serait sans effet,,,,Oui,Non,,,,Manque de temps,Manque de confiance dans le processus,,,1,10,2,5,4,6,7,8,9,3,,,,,,,,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Page Facebook de la Ville,11 à 20 ans,45 à 54 ans,Homme,Non,Gaie,Universitaire - cycles supérieurs,Français ,Non,Non,Non,H2x,150 000 $ et plus,Oui,Non
762,Non,,,,,,,,,Moins d'une fois par année,Plutôt en accord,Plutôt en accord,,,,,,,,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Plutôt en accord,,,,,,,,,Ne s'applique pas,Tout à fait en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Non,"Oui, rarement",,,Cyberintimidation,,,,,,,,,,,,,,,,,"Sur l'internet (ex.: Facebook, courriels, etc)",Non,,,,,,,,,Je préfère ne pas répondre,,Non,,,,,,,,Aucun,1,2,3,4,5,6,7,8,9,10,,"À travers le nom des rues, des parcs ou des espaces publics",,,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Page Facebook de la Ville,Moins d’un an,15 à 24 ans,Homme,Non,Gaie,Secondaire,Français ,Non,Non,Non,J5B,"100 000 $ à 149,999 $",Non,
763,Oui,,,,,,Réseau des parcs de quartier et grands parcs,,Ligne téléphonique 311,Moins d'une fois par année,Plutôt en accord,Tout à fait en désaccord,,,,,,,,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Plutôt en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Tout à fait en désaccord,Plutôt en désaccord,Non,"Non, jamais",,,,,,,,,,,Rien de tout cela ne m’est arrivé dans les vingt quatre derniers mois,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,6,7,8,10,9,3,4,2,1,5,,,À travers des campagnes d’information et de sensibilisation,,,,,,Page Facebook de la Ville,Plus de 20 ans,25 à 34 ans,Homme,Non,Gaie,Universitaire - cycles supérieurs,Français ,Non,Non,Non,h2j,10 000 $ à 14 999 $,Oui,Non
764,Oui,,Bureaux Accès Montréal,,,,Réseau des parcs de quartier et grands parcs,,Ligne téléphonique 311,Quelques fois par année,Plutôt en accord,Tout à fait en désaccord,,,,,,,,Je ne sais pas,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Tout à fait en accord,Tout à fait en accord,Non,"Oui, rarement","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,,,,,,,,,,,,"Sur l'internet (ex.: Facebook, courriels, etc)",Non,,J’ai pensé que c’était un acte trop banal,,,,,,,,,Non,,,,,Manque de temps,,,,5,4,10,3,2,6,7,8,9,1,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,,Page Facebook de la Ville,Plus de 20 ans,35 à 44 ans,Homme,Non,Gaie,Universitaire - 1er cycle,Français ,Non,Non,Non,H2J,"100 000 $ à 149,999 $",Oui,Non
